0, 0, 2.915998, 2.465017, 0.075475, -0.032903, 0.000000, 0.000000
1, 0, 2.860150, 2.560089, -0.078336, 0.046415, 0.000000, 0.000000
2, 0, 2.937569, 2.527754, -0.054745, 0.053057, 0.000000, 0.000000
3, 0, 2.854298, 2.499657, 0.042731, 0.031791, 0.000000, 0.000000
4, 0, 2.823348, 2.500467, 0.015931, 0.061355, 0.000000, 0.000000
5, 0, 2.828185, 2.431174, -0.144913, 0.063000, 0.000000, 0.000000
6, 0, 2.908063, 2.410063, 0.113239, -0.003820, 0.000000, 0.000000
7, 0, 2.939992, 2.414418, -0.208167, -0.053573, 0.000000, 0.000000
8, 0, 3.468379, 2.624357, -0.860190, -0.400827, 0.000000, 0.000000
9, 0, 4.613841, 2.950876, -1.362642, -0.362770, 0.000000, 0.000000
10, 0, 7.481550, 3.898491, -1.517203, -0.491334, 0.000000, 0.000000
11, 0, 8.884069, 4.382809, -1.554862, -0.472906, 0.000000, 0.000000
12, 0, 9.593578, 4.680565, -0.086143, -0.208728, 0.000000, 0.000000
13, 0, 9.781095, 4.777840, -0.262853, 0.043208, 0.000000, 0.000000
14, 0, 9.820708, 4.803667, 0.299410, 0.093788, 0.000000, 0.000000
15, 0, 9.598576, 4.684958, 0.413967, 0.119797, 0.000000, 0.000000
16, 0, 9.205517, 4.592206, 1.140735, 0.287992, 0.000000, 0.000000
17, 0, 7.459272, 4.077949, 1.693273, 0.429604, 0.000000, 0.000000
18, 0, 5.687871, 3.526650, 1.535403, 0.659018, 0.000000, 0.000000
19, 0, 5.048728, 3.261927, 0.272235, 0.075989, 0.000000, 0.000000
20, 0, 4.852957, 3.058204, 0.081762, 0.123706, 0.000000, 0.000000
21, 0, 4.767367, 3.121324, -0.001834, -0.030447, 0.000000, 0.000000
22, 0, 4.755989, 3.132461, -0.048876, -0.044776, 0.000000, 0.000000
23, 0, 4.784720, 3.185957, 0.188579, 0.041964, 0.000000, 0.000000
24, 0, 3.652091, 2.817168, 1.644302, 0.637975, 0.000000, 0.000000
25, 0, 2.015552, 2.241688, 2.054625, 0.741606, 0.000000, 0.000000
26, 0, -0.271688, 1.719076, 2.708601, 0.504705, 0.000000, 0.000000
27, 0, -4.282152, 0.567574, 2.790588, 0.740707, 0.000000, 0.000000
28, 0, -6.829061, -0.136222, 2.565044, 0.884053, 0.000000, 0.000000
29, 0, -9.215352, -0.919809, 2.405116, 0.765018, 0.000000, 0.000000
30, 0, -11.262591, -1.623013, 1.347651, 0.495587, 0.000000, 0.000000
31, 0, -11.692761, -1.889416, -0.082705, -0.055876, 0.000000, 0.000000
